selling_price (in lakhs),age,seller_type,km_driven (in thousands),owner_type,fuel_type,transmission_type,mileage,engine_size (in cc),max_power (in bhp),seats,maker,model,variant
4.25,5.0,Individual,100.0,First Owner,Diesel,Manual,22.95,1248,74.0,5,TATA,ZEST,QUADRAJET 1.3 75PS XMS
7.8,5.0,Individual,42.5,First Owner,Diesel,Manual,18.49,1493,100.0,7,MAHINDRA,TUV,300 T8
3.5,9.0,Individual,40.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R VXI BS IV
5.25,7.0,Dealer,35.144,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,ASTA 1.2
10.5,10.0,Dealer,82.0,First Owner,Diesel,Automatic,0.0,2179,115.0,5,LAND-ROVER,FREELANDER,2 TD4 SE
7.35,7.0,Dealer,57.0,First Owner,Diesel,Manual,22.7,1498,89.84,5,FORD,ECOSPORT,1.5 DV5 MT TITANIUM
6.25,3.0,Dealer,4.74,First Owner,Petrol,Manual,18.7,1199,88.7,5,HONDA,JAZZ,1.2 V I VTEC
1.1,11.0,Individual,100.0,First Owner,Petrol,Manual,19.7,796,46.3,5,MARUTI,ALTO,LXI
3.25,12.0,Dealer,47.0,First Owner,Petrol,Manual,14.53,1798,138.1,5,TOYOTA,COROLLA,ALTIS G
6.49,8.0,Dealer,113.143,First Owner,Diesel,Manual,15.1,2179,140.0,7,MAHINDRA,XUV500,2011-2015 W8 FWD
6.9,4.0,Dealer,60.0,First Owner,Diesel,Automatic,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE AMT VDI
39.0,7.0,Dealer,60.0,First Owner,Diesel,Automatic,14.28,4134,385.0,5,PORSCHE,CAYENNE,S DIESEL PLATINUM EDITION
8.95,7.0,Dealer,51.4,First Owner,Diesel,Manual,15.4,1997,120.0,7,MAHINDRA,SCORPIO,1.99 S10
6.25,6.0,Dealer,88.102,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC S
3.21,7.0,Individual,30.0,First Owner,Petrol,Manual,20.51,998,67.04,5,MARUTI,WAGON,R STINGRAY VXI
5.65,4.0,Trustmark Dealer,28.603,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,DZIRE VXI 1.2 BS IV
6.9,10.0,Dealer,70.0,First Owner,Diesel,Automatic,16.07,1995,181.0,4,BMW,3,SERIES 320D CORPORATE EDITION
2.4,6.0,Dealer,40.0,First Owner,Petrol,Automatic,21.9,624,37.48,4,TATA,NANO,XTA
4.25,7.0,Dealer,55.0,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,VXI AT
17.75,3.0,Dealer,39.0,First Owner,Diesel,Manual,15.1,2179,152.87,7,MAHINDRA,XUV500,W11 BSIV
2.5,6.0,Dealer,100.0,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
10.75,3.0,Individual,11.4,First Owner,Petrol,Automatic,18.0,1497,117.6,5,HONDA,CITY,I-VTEC CVT V
13.5,10.0,Dealer,68.0,First Owner,Petrol,Automatic,10.8,1984,132.0,5,AUDI,A4,2.0 TFSI
2.1,13.0,Individual,80.0,First Owner,Petrol,Automatic,12.9,1799,130.0,5,HONDA,CIVIC,1.8 V AT
3.7,12.0,Individual,40.0,First Owner,Petrol,Manual,17.5,1298,85.8,5,MARUTI,SWIFT,DZIRE VXI
6.1,3.0,Individual,40.0,First Owner,Petrol,Manual,17.8,1198,86.7,5,HONDA,AMAZE,S I-VTEC
6.5,5.0,Individual,75.0,First Owner,Diesel,Manual,17.45,1493,100.0,7,MAHINDRA,NUVOSPORT,N8
15.5,6.0,Dealer,70.0,First Owner,Diesel,Automatic,16.6,1998,112.0,5,MINI,COOPER,COOPER D
6.5,5.0,Individual,100.0,First Owner,Diesel,Manual,26.59,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
5.55,4.0,Trustmark Dealer,52.896,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,SPORTZ 1.2
2.9,8.0,Dealer,70.0,First Owner,Diesel,Manual,24.0,1120,70.0,5,HYUNDAI,GRAND,I10 CRDI MAGNA
4.75,4.0,Dealer,68.0,First Owner,CNG,Manual,30.47,998,58.33,5,MARUTI,CELERIO,VXI CNG
3.95,12.0,Dealer,89.3,First Owner,Diesel,Manual,12.8,2494,102.0,7,TOYOTA,INNOVA,2.5 G4 DIESEL 7-SEATER
4.39,7.0,Dealer,81.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE VDI
5.99,6.0,Dealer,55.0,First Owner,Petrol,Automatic,18.19,1197,103.2,5,VOLKSWAGEN,VENTO,1.2 TSI HIGHLINE AT
8.9,6.0,Dealer,65.0,First Owner,Petrol,Manual,14.28,1798,138.03,5,TOYOTA,COROLLA,ALTIS G MT
11.85,1.0,Dealer,7.066,First Owner,Petrol,Automatic,18.15,998,118.35,5,HYUNDAI,VENUE,SX PLUS TURBO DCT
4.5,5.0,Dealer,48.0,First Owner,Petrol,Manual,18.5,1198,86.8,5,HONDA,BRIO,1.2 VX MT
1.59,14.0,Dealer,63.0,First Owner,Petrol,Manual,15.0,1586,104.68,5,MARUTI,SX4,ZXI BSIII
3.0,9.0,Individual,60.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R LXI BS IV
8.4,3.0,Trustmark Dealer,18.823,First Owner,Petrol,Manual,17.5,1199,88.7,5,HONDA,WR-V,I-VTEC VX
2.75,9.0,Individual,100.0,First Owner,Diesel,Manual,23.2,1248,73.94,5,MARUTI,RITZ,LDI
1.9,4.0,Individual,100.0,First Owner,Diesel,Manual,25.0,1396,69.0,5,TATA,INDICA,ELS
4.65,7.0,Dealer,12.0,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 SPORTZ
10.55,2.0,Individual,22.0,First Owner,Diesel,Manual,20.37,1461,108.49,5,RENAULT,CAPTUR,PLATINE DUAL TONE DIESEL
5.62,5.0,Dealer,39.54,First Owner,Petrol,Manual,18.7,1199,88.7,5,HONDA,JAZZ,1.2 VX I VTEC
4.75,6.0,Dealer,51.127,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,VXI AT
6.75,5.0,Dealer,32.967,First Owner,Petrol,Manual,16.2,1199,74.0,5,VOLKSWAGEN,POLO,1.2 MPI COMFORTLINE
11.4,2.0,Dealer,19.444,First Owner,Petrol,Automatic,13.9,1498,105.0,5,RENAULT,DUSTER,RXS OPTION CVT BSIV
5.4,6.0,Dealer,60.217,First Owner,Diesel,Manual,25.83,1498,99.0,5,FORD,FIGO,1.5D TITANIUM MT
5.5,3.0,Dealer,25.697,First Owner,Petrol,Manual,20.14,1197,81.86,5,HYUNDAI,XCENT,1.2 VTVT S
17.5,2.0,Individual,15.0,First Owner,Diesel,Manual,17.0,1956,138.1,5,TATA,HARRIER,XZ BSIV
1.45,13.0,Dealer,67.0,First Owner,Petrol,Manual,14.0,1061,64.0,5,MARUTI,WAGON,R LXI BSIII
12.75,8.0,Dealer,72.0,First Owner,Diesel,Automatic,14.84,2143,167.62,5,MERCEDES-BENZ,C-CLASS,C 220 CDI BE AVANTGARDE
5.65,5.0,Dealer,60.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,SPORTZ 1.2
23.0,9.0,Dealer,36.0,First Owner,Diesel,Automatic,17.66,2993,261.49,4,BMW,7,SERIES 730LD DPE
13.5,9.0,Dealer,1325.0,First Owner,Diesel,Automatic,11.5,2987,210.0,5,MERCEDES-BENZ,E-CLASS,E350 DIESEL
29.75,4.0,Dealer,44.51,First Owner,Diesel,Manual,14.24,2755,174.5,7,TOYOTA,FORTUNER,2016-2021 2.8 4WD MT BSIV
4.35,7.0,Dealer,38.956,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 SPORTZ
6.75,6.0,Dealer,39.0,First Owner,Petrol,Automatic,19.12,1373,91.1,5,MARUTI,CIAZ,AT ZXI PLUS
3.5,8.0,Individual,28.0,First Owner,Petrol,Manual,18.0,1198,86.7,5,HONDA,AMAZE,S I-VTECH
3.35,8.0,Dealer,29.0,First Owner,Petrol,Manual,18.6,1199,79.4,5,CHEVROLET,BEAT,OPTION PACK
1.97,9.0,Individual,46.666,First Owner,Petrol,Manual,21.1,814,55.2,5,HYUNDAI,EON,D LITE
3.13,8.0,Dealer,33.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R VXI
8.25,5.0,Dealer,48.2,First Owner,Petrol,Automatic,18.0,1497,117.3,5,HONDA,CITY,I VTEC CVT VX
2.65,5.0,Individual,40.0,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
5.6,12.0,Dealer,160.0,First Owner,Diesel,Manual,12.99,2494,100.6,7,TOYOTA,INNOVA,2.5 G (DIESEL) 7 SEATER
23.99,6.0,Dealer,37.0,First Owner,Diesel,Automatic,14.84,2143,170.0,5,MERCEDES-BENZ,C-CLASS,220 CDI AT
5.2,7.0,Individual,93.0,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE ZDI
0.45,14.0,Individual,100.0,First Owner,Petrol,Manual,16.1,796,37.0,4,MARUTI,800,AC
8.45,2.0,Dealer,5.837,First Owner,Diesel,Manual,25.83,1498,99.0,5,FORD,ASPIRE,1.5 TDCI TITANIUM PLUS
42.0,12.0,Dealer,28.0,First Owner,Petrol,Automatic,8.5,4163,423.7,2,AUDI,R8,4.2 FSI QUATTRO R TRONIC
3.49,10.0,Dealer,83.0,First Owner,Diesel,Manual,22.9,1248,74.0,5,MARUTI,SWIFT,VDI
0.75,18.0,Individual,90.0,First Owner,Petrol,Manual,19.7,796,46.3,5,MARUTI,ALTO,LX
3.25,10.0,Dealer,78.0,First Owner,Diesel,Manual,23.0,1396,90.0,5,HYUNDAI,I20,SPORTZ DIESEL
3.4,5.0,Dealer,61.304,First Owner,Petrol,Manual,18.16,1196,86.8,5,FORD,FIGO,1.2P BASE MT
9.25,2.0,Dealer,22.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE ZDI PLUS
2.95,3.0,Individual,40.0,First Owner,Petrol,Manual,24.7,796,47.3,5,MARUTI,ALTO,800 LXI
3.0,12.0,Dealer,95.721,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,SPORTZ
2.99,8.0,Dealer,70.0,First Owner,Petrol,Manual,19.0,998,66.1,5,MARUTI,A-STAR,VXI AIRBAG
3.85,10.0,Individual,76.0,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI BSIV
4.25,7.0,Dealer,37.0,First Owner,Petrol,Manual,18.5,1197,82.9,5,HYUNDAI,I20,MAGNA OPTIONAL 1.2
3.95,9.0,Dealer,50.0,First Owner,Petrol,Manual,17.0,1197,80.0,5,HYUNDAI,I20,ASTA (O)
6.1,6.0,Dealer,31.7,First Owner,Petrol,Automatic,19.0,1199,88.7,5,HONDA,JAZZ,1.2 V AT I VTEC
50.0,3.0,Individual,25.0,First Owner,Diesel,Automatic,16.1,1950,191.7,5,MERCEDES-BENZ,E-CLASS,EXCLUSIVE E 220 D BSIV
14.65,4.0,Individual,22.5,First Owner,Diesel,Manual,16.36,2179,140.0,7,MAHINDRA,SCORPIO,S11 BSIV
4.25,4.0,Individual,132.0,First Owner,Diesel,Manual,24.4,1120,71.0,5,HYUNDAI,XCENT,1.1 CRDI S
6.0,3.0,Individual,30.0,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,DZIRE VXI 1.2
4.85,6.0,Dealer,63.0,First Owner,Petrol,Manual,18.7,1199,88.7,5,HONDA,JAZZ,1.2 VX I VTEC
2.9,10.0,Dealer,12.0,First Owner,Petrol,Manual,21.5,1197,81.8,5,MARUTI,WAGON,R VXI 1.2 BSIV
4.35,10.0,Dealer,66.6,First Owner,Diesel,Automatic,19.08,1582,126.2,5,HYUNDAI,VERNA,1.6 CRDI AT SX OPTION
7.99,3.0,Dealer,28.229,First Owner,Diesel,Automatic,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE AMT ZDI
2.0,14.0,Dealer,34.0,First Owner,Petrol,Manual,13.9,1599,103.2,5,HYUNDAI,VERNA,1.6 I ABS
6.5,6.0,Dealer,68.393,First Owner,Diesel,Manual,26.59,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
5.5,6.0,Dealer,42.0,First Owner,Petrol,Manual,20.73,1373,91.1,5,MARUTI,CIAZ,VXI PLUS
12.25,3.0,Dealer,43.181,First Owner,Diesel,Manual,25.6,1498,97.9,5,HONDA,CITY,I-DTEC ZX
7.95,4.0,Dealer,21.0,First Owner,Petrol,Automatic,19.12,1373,91.1,5,MARUTI,CIAZ,AT ZXI
4.7,3.0,Individual,10.0,First Owner,Petrol,Manual,20.89,1197,81.8,5,MARUTI,IGNIS,1.2 DELTA BSIV
4.7,5.0,Dealer,20.0,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,VXI AT
4.2,2.0,Individual,4.0,First Owner,Petrol,Manual,15.37,1196,73.0,5,MARUTI,EECO,5 SEATER AC BSIV
8.5,4.0,Dealer,74.0,First Owner,Petrol,Manual,16.8,1497,116.3,5,HONDA,CITY,1.5 V MT SUNROOF
26.0,5.0,Dealer,45.0,First Owner,Diesel,Automatic,17.68,1968,174.33,5,AUDI,A6,35 TDI PREMIUM
4.75,8.0,Individual,60.0,First Owner,Diesel,Manual,22.32,1582,126.3,5,HYUNDAI,VERNA,1.6 CRDI
4.0,7.0,Individual,70.0,First Owner,Diesel,Manual,14.07,2956,69.01,7,TATA,SUMO,GOLD EX BSIII
6.49,2.0,Dealer,9.0,First Owner,Petrol,Manual,18.78,999,75.0,5,VOLKSWAGEN,POLO,2015-2019 1.0 MPI COMFORTLINE
7.75,9.0,Individual,180.0,First Owner,Diesel,Manual,12.8,2494,102.0,7,TOYOTA,INNOVA,2.5 GX 7 STR BSIV
17.9,4.0,Dealer,42.0,First Owner,Diesel,Manual,17.1,1956,170.0,5,JEEP,COMPASS,2.0 LIMITED OPTION
3.76,4.0,Dealer,2.7,First Owner,Petrol,Manual,23.95,998,67.05,5,MARUTI,ALTO,K10 VXI
3.5,15.0,Individual,120.0,First Owner,Diesel,Manual,10.5,2835,107.2,6,MITSUBISHI,PAJERO,2.8 GLX CRZ
5.5,8.0,Individual,90.0,First Owner,Diesel,Manual,19.01,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXZ
14.99,6.0,Dealer,58.0,First Owner,Diesel,Automatic,17.9,2143,136.0,5,MERCEDES-BENZ,GLA,CLASS 200 D STYLE
13.95,5.0,Dealer,27.0,First Owner,Diesel,Automatic,19.5,1582,126.24,5,HYUNDAI,ELANTRA,CRDI SX AT
3.35,10.0,Dealer,65.0,First Owner,Diesel,Manual,20.0,1399,68.0,5,FORD,FIGO,DIESEL TITANIUM
3.1,13.0,Dealer,112.0,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE LDI
7.25,5.0,Dealer,23.0,First Owner,Diesel,Automatic,21.66,1498,103.52,5,SKODA,RAPID,1.5 TDI AT STYLE PLUS
9.0,5.0,Individual,36.0,First Owner,Diesel,Manual,16.0,1997,140.0,7,MAHINDRA,XUV500,W4 1.99 MHAWK
7.5,2.0,Individual,35.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE VDI
33.0,10.0,Dealer,24.0,First Owner,Petrol,Automatic,10.37,2979,306.0,2,BMW,Z4,2009-2013 35I
5.95,2.0,Dealer,25.202,First Owner,Petrol,Automatic,21.63,998,67.04,5,MARUTI,CELERIO,ZXI AMT
5.5,6.0,Individual,80.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC V
2.1,13.0,Individual,100.0,First Owner,Diesel,Manual,17.8,1248,75.0,5,MARUTI,SWIFT,LDI BSIII
22.5,7.0,Dealer,95.0,First Owner,Diesel,Automatic,12.07,2967,241.4,7,AUDI,Q7,2006-2020 3.0 TDI QUATTRO PREMIUM PLUS
17.75,6.0,Dealer,28.0,First Owner,Diesel,Automatic,17.11,1968,174.33,5,AUDI,A4,35 TDI TECHNOLOGY EDITION
4.15,9.0,Dealer,57.0,First Owner,Petrol,Manual,16.8,1497,116.4,5,HONDA,CITY,S
2.65,9.0,Dealer,68.0,First Owner,Petrol,Manual,21.79,998,67.05,5,MARUTI,WAGON,R VXI
3.2,14.0,Individual,10.0,First Owner,Diesel,Manual,19.2,1461,65.0,5,MAHINDRA,RENAULT,LOGAN 1.5 DLE DIESEL
9.95,5.0,Dealer,37.0,First Owner,Diesel,Manual,16.0,2179,140.0,7,MAHINDRA,XUV500,W6 2WD
20.75,3.0,Dealer,66.85,First Owner,Diesel,Automatic,19.5,1968,141.0,5,SKODA,OCTAVIA,2.0 TDI AT L K
6.55,7.0,Dealer,68.9,First Owner,Diesel,Manual,25.1,1498,98.6,5,HONDA,CITY,I DTEC VX
4.95,9.0,Dealer,78.231,First Owner,Diesel,Manual,22.9,1248,74.0,5,MARUTI,SWIFT,VDI
3.85,9.0,Dealer,91.0,First Owner,Diesel,Manual,22.07,1199,73.9,5,VOLKSWAGEN,POLO,DIESEL HIGHLINE 1.2L
3.0,3.0,Individual,30.0,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,DZIRE VXI 1.2
4.35,4.0,Dealer,33.0,First Owner,Petrol,Manual,18.9,1197,81.86,5,HYUNDAI,GRAND,I10 1.2 KAPPA MAGNA BSIV
4.5,5.0,Individual,53.0,First Owner,Diesel,Manual,25.8,1498,98.6,5,HONDA,AMAZE,SX I-DTEC
7.0,5.0,Individual,62.0,First Owner,Diesel,Manual,19.87,1461,83.8,5,RENAULT,DUSTER,85PS DIESEL RXZ
9.45,4.0,Dealer,45.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI PLUS
4.8,4.0,Individual,20.0,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,DELTA 1.2
2.85,10.0,Dealer,93.456,First Owner,Petrol,Manual,15.37,1196,73.0,7,MARUTI,EECO,7 SEATER STANDARD BSIV
3.65,5.0,Dealer,31.0,First Owner,Petrol,Manual,23.84,1199,84.0,5,TATA,TIAGO,1.2 REVOTRON XE
63.0,3.0,Dealer,30.0,First Owner,Petrol,Automatic,13.0,4951,395.0,4,FORD,MUSTANG,V8
2.51,9.0,Individual,151.0,First Owner,Diesel,Manual,20.0,1399,68.0,5,FORD,FIGO,DIESEL ZXI
3.15,9.0,Dealer,68.0,First Owner,CNG,Manual,26.2,998,58.2,5,MARUTI,WAGON,R LXI CNG
5.0,4.0,Individual,70.0,First Owner,Diesel,Manual,25.83,1498,99.0,5,FORD,ASPIRE,1.5 TDCI TITANIUM
3.35,3.0,Dealer,6.274,First Owner,Petrol,Automatic,21.9,624,37.48,4,TATA,NANO,XTA
5.9,5.0,Dealer,38.0,First Owner,Diesel,Manual,22.7,1598,118.0,5,MARUTI,SX4,S CROSS DDIS 320 ALPHA
65.0,2.0,Dealer,9.0,First Owner,Diesel,Automatic,17.09,2993,261.4,4,BMW,6,SERIES GT 630D LUXURY LINE
3.2,6.0,Dealer,79.354,First Owner,Diesel,Manual,17.21,1493,100.0,7,MAHINDRA,QUANTO,C6
9.15,3.0,Dealer,30.0,First Owner,Petrol,Manual,17.0,1591,121.3,5,HYUNDAI,VERNA,VTVT 1.6 SX
4.75,11.0,Dealer,93.0,First Owner,Diesel,Manual,10.5,2179,120.0,8,MAHINDRA,SCORPIO,2.6 LX
17.75,3.0,Dealer,29.0,First Owner,Diesel,Manual,13.68,2393,147.8,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.4 ZX MT BSIV
24.0,4.0,Individual,80.0,First Owner,Diesel,Automatic,16.65,1968,141.0,5,VOLKSWAGEN,TIGUAN,2.0 TDI HIGHLINE
11.0,3.0,Individual,38.0,First Owner,Diesel,Manual,17.3,1497,121.0,8,MAHINDRA,MARAZZO,M6 8STR
4.75,2.0,Dealer,15.23,First Owner,Petrol,Manual,21.63,998,67.05,5,MARUTI,CELERIO,X VXI
19.9,7.0,Dealer,71.618,First Owner,Diesel,Automatic,17.32,1968,150.0,5,AUDI,Q3,2.0 TDI
1.0,15.0,Dealer,121.153,First Owner,Petrol,Manual,19.7,796,46.3,5,MARUTI,ALTO,LX
5.0,8.0,Individual,40.0,First Owner,Diesel,Manual,20.5,1598,103.5,5,SKODA,RAPID,1.6 TDI AMBITION
8.0,5.0,Dealer,50.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI PLUS
31.75,3.0,Dealer,96.644,First Owner,Diesel,Automatic,15.04,2755,174.5,7,TOYOTA,FORTUNER,2016-2021 2.8 4WD AT BSIV
40.0,9.0,Dealer,158.648,First Owner,Diesel,Automatic,11.49,4367,335.3,5,LAND-ROVER,RANGE,ROVER LWB 4.4 SDV8 VOGUE SE
4.25,2.0,Dealer,8.5,First Owner,Petrol,Automatic,24.04,999,67.0,5,RENAULT,KWID,1.0 RXT AMT BSIV
4.6,6.0,Dealer,35.0,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,ZXI AT
11.75,9.0,Dealer,75.0,First Owner,Diesel,Automatic,12.55,2982,168.7,7,TOYOTA,FORTUNER,4X2 AT TRD SPORTIVO
7.3,8.0,Dealer,74.0,First Owner,Diesel,Manual,20.77,1248,88.8,7,MARUTI,ERTIGA,ZDI
1.6,13.0,Dealer,45.0,First Owner,Petrol,Manual,14.0,796,35.0,5,MARUTI,OMNI,5 STR STD
4.99,4.0,Dealer,19.072,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,VVT VXI
2.4,13.0,Individual,90.0,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,MAGNA
6.75,9.0,Dealer,48.475,First Owner,Diesel,Manual,20.77,1248,88.8,7,MARUTI,ERTIGA,ZDI
5.35,8.0,Dealer,50.0,First Owner,Petrol,Automatic,16.5,1499,110.0,5,FORD,ECOSPORT,1.5 TI VCT AT TITANIUM
3.75,10.0,Dealer,82.0,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,SPORTZ OPTION
1.0,11.0,Individual,50.0,First Owner,Diesel,Manual,23.08,1461,63.1,5,NISSAN,MICRA,DIESEL XV
35.0,4.0,Dealer,7.6,First Owner,Diesel,Automatic,19.33,1999,177.0,5,JAGUAR,XF,2.0 DIESEL PURE
7.25,5.0,Dealer,34.0,First Owner,Diesel,Manual,21.19,1396,88.73,5,HYUNDAI,I20,ACTIVE 1.4 SX DUAL TONE
9.0,4.0,Individual,70.0,First Owner,Diesel,Manual,23.65,1248,88.5,5,MARUTI,SX4,S CROSS DDIS 200 ZETA
6.5,7.0,Dealer,55.392,First Owner,CNG,Manual,22.8,1373,80.9,7,MARUTI,ERTIGA,VXI CNG
5.0,5.0,Individual,30.0,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,ZXI AT
2.0,12.0,Individual,50.0,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,MAGNA 1.2
25.5,4.0,Individual,47.0,First Owner,Diesel,Automatic,17.9,2143,136.0,5,MERCEDES-BENZ,CLA,200 CDI SPORT
11.99,5.0,Dealer,38.988,First Owner,Diesel,Manual,16.0,2179,140.0,7,MAHINDRA,XUV500,W6 2WD
7.5,4.0,Individual,36.6,First Owner,Diesel,Manual,22.77,1498,98.59,5,FORD,ECOSPORT,2015-2021 1.5 TDCI TITANIUM PLUS BSIV
8.6,3.0,Dealer,43.772,First Owner,Diesel,Manual,25.8,1498,98.6,5,HONDA,AMAZE,VX I-DTEC
6.9,5.0,Dealer,55.368,First Owner,Diesel,Manual,27.39,1248,74.0,5,MARUTI,BALENO,ALPHA 1.3
3.8,8.0,Individual,35.0,First Owner,Diesel,Manual,19.7,1598,103.6,5,VOLKSWAGEN,POLO,GT TDI
3.5,10.0,Dealer,119.579,First Owner,Petrol,Manual,16.95,1498,97.7,5,NISSAN,SUNNY,XV
15.25,8.0,Dealer,95.3,First Owner,Diesel,Automatic,15.73,1968,174.33,5,AUDI,Q3,2.0 TDI QUATTRO PREMIUM PLUS
3.45,6.0,Individual,50.0,First Owner,Diesel,Manual,24.0,1120,70.0,5,HYUNDAI,GRAND,I10 CRDI MAGNA
2.35,8.0,Dealer,57.0,First Owner,Petrol,Manual,21.79,998,67.05,5,MARUTI,WAGON,R LXI
4.0,4.0,Individual,30.0,First Owner,Petrol,Manual,18.15,1198,82.0,5,MAHINDRA,KUV,100 MFALCON G80 K8 5STR
6.3,8.0,Dealer,74.84,First Owner,Diesel,Manual,20.77,1248,88.8,7,MARUTI,ERTIGA,ZDI
6.64,5.0,Individual,120.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI
31.0,2.0,Dealer,13.0,First Owner,Diesel,Automatic,15.17,1968,181.0,5,AUDI,Q3,35 TDI QUATTRO TECHNOLOGY
7.81,4.0,Dealer,15.2,First Owner,Petrol,Manual,17.5,1199,88.7,5,HONDA,WR-V,I-VTEC VX
4.28,6.0,Individual,70.0,First Owner,Petrol,Manual,20.4,1197,81.8,5,MARUTI,SWIFT,VXI OPTIONAL
5.55,6.0,Dealer,82.0,First Owner,Diesel,Manual,28.4,1248,74.0,5,MARUTI,SWIFT,DDIS VDI
5.5,5.0,Individual,5.0,First Owner,Petrol,Manual,16.78,1496,88.73,5,TOYOTA,ETIOS,G
4.5,4.0,Dealer,15.996,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,VXI AMT BSIV
7.7,2.0,Individual,25.0,First Owner,Petrol,Manual,18.6,1197,81.86,5,HYUNDAI,I20,ASTA OPTION BSIV
1.1,17.0,Dealer,48.5,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R LX
21.0,4.0,Individual,44.0,First Owner,Diesel,Manual,13.68,2393,147.8,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.4 ZX MT BSIV
6.25,6.0,Dealer,44.3,First Owner,Petrol,Automatic,16.93,1197,103.2,5,VOLKSWAGEN,VENTO,1.2 TSI HIGHLINE AT
4.75,6.0,Dealer,28.375,First Owner,Diesel,Manual,26.59,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
3.3,9.0,Dealer,29.548,First Owner,Petrol,Manual,17.5,1298,85.8,5,MARUTI,SWIFT,DZIRE LXI
4.0,2.0,Individual,15.0,First Owner,Petrol,Manual,23.01,999,67.0,5,RENAULT,KWID,CLIMBER 1.0 MT OPT BSIV
3.95,5.0,Individual,39.0,First Owner,Petrol,Automatic,20.51,998,67.0,5,MARUTI,WAGON,R AMT VXI
1.4,10.0,Individual,110.0,First Owner,Petrol,Manual,18.6,1199,79.4,5,CHEVROLET,BEAT,LT
18.5,6.0,Dealer,52.0,First Owner,Diesel,Automatic,18.12,1995,190.0,5,BMW,5,SERIES 520D PRESTIGE
6.8,5.0,Individual,40.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI OPTION
3.85,11.0,Dealer,72.0,First Owner,Petrol,Automatic,9.3,2771,193.1,5,SKODA,SUPERB,2.8 V6 AT
3.5,5.0,Dealer,59.265,First Owner,Petrol,Manual,19.81,1086,68.05,5,HYUNDAI,I10,MAGNA 1.1L
